,phase,ttype,blocknum,trial,LR1,deval,LR2,onset,dur,end,cor_side
0,PhaseType.SOA,TrialType.GRID,1,-1,R1,False,R2,3.0,5.0,8.0,
1,PhaseType.SOA,TrialType.SHOW,1,0,R2,True,,8.0,2.0,10.0,
2,PhaseType.SOA,TrialType.ITI,1,0,R2,False,,10.0,2.0,12.0,
3,PhaseType.SOA,TrialType.SHOW,1,1,L1,False,,12.0,2.0,14.0,L
4,PhaseType.SOA,TrialType.ITI,1,1,L1,False,,14.0,1.0,15.0,
5,PhaseType.SOA,TrialType.SHOW,1,2,R1,True,,15.0,2.0,17.0,
6,PhaseType.SOA,TrialType.ITI,1,2,R1,False,,17.0,1.0,18.0,
7,PhaseType.SOA,TrialType.SHOW,1,3,R2,True,,18.0,2.0,20.0,
8,PhaseType.SOA,TrialType.ITI,1,3,R2,False,,20.0,2.0,22.0,
9,PhaseType.SOA,TrialType.SHOW,1,4,R0,False,,22.0,2.0,24.0,R
10,PhaseType.SOA,TrialType.ITI,1,4,R0,False,,24.0,5.0,29.0,
11,PhaseType.SOA,TrialType.SHOW,1,5,L2,False,,29.0,2.0,31.0,L
12,PhaseType.SOA,TrialType.ITI,1,5,L2,False,,31.0,2.0,33.0,
13,PhaseType.SOA,TrialType.SHOW,1,6,L2,False,,33.0,2.0,35.0,L
14,PhaseType.SOA,TrialType.ITI,1,6,L2,False,,35.0,1.0,36.0,
15,PhaseType.SOA,TrialType.SHOW,1,7,L0,False,,36.0,2.0,38.0,L
16,PhaseType.SOA,TrialType.ITI,1,7,L0,False,,38.0,1.0,39.0,
17,PhaseType.SOA,TrialType.SHOW,1,8,L0,False,,39.0,2.0,41.0,L
18,PhaseType.SOA,TrialType.ITI,1,8,L0,False,,41.0,2.0,43.0,
19,PhaseType.SOA,TrialType.SHOW,1,9,R0,False,,43.0,2.0,45.0,R
20,PhaseType.SOA,TrialType.ITI,1,9,R0,False,,45.0,1.0,46.0,
21,PhaseType.SOA,TrialType.SHOW,1,10,R1,True,,46.0,2.0,48.0,
22,PhaseType.SOA,TrialType.ITI,1,10,R1,False,,48.0,1.0,49.0,
23,PhaseType.SOA,TrialType.SHOW,1,11,L1,False,,49.0,2.0,51.0,L
24,PhaseType.SOA,TrialType.ITI,1,11,L1,False,,51.0,5.0,56.0,
25,PhaseType.SOA,TrialType.SCORE,1,-1,,False,,56.0,2.0,58.0,
26,PhaseType.SOA,TrialType.GRID,1,-1,R1,False,R2,58.0,5.0,63.0,
27,PhaseType.SOA,TrialType.SHOW,1,0,L2,False,,63.0,2.0,65.0,L
28,PhaseType.SOA,TrialType.ITI,1,0,L2,False,,65.0,5.0,70.0,
29,PhaseType.SOA,TrialType.SHOW,1,1,R0,False,,70.0,2.0,72.0,R
30,PhaseType.SOA,TrialType.ITI,1,1,R0,False,,72.0,2.0,74.0,
31,PhaseType.SOA,TrialType.SHOW,1,2,R0,False,,74.0,2.0,76.0,R
32,PhaseType.SOA,TrialType.ITI,1,2,R0,False,,76.0,1.0,77.0,
33,PhaseType.SOA,TrialType.SHOW,1,3,L1,False,,77.0,2.0,79.0,L
34,PhaseType.SOA,TrialType.ITI,1,3,L1,False,,79.0,2.0,81.0,
35,PhaseType.SOA,TrialType.SHOW,1,4,R2,True,,81.0,2.0,83.0,
36,PhaseType.SOA,TrialType.ITI,1,4,R2,False,,83.0,1.0,84.0,
37,PhaseType.SOA,TrialType.SHOW,1,5,R1,True,,84.0,2.0,86.0,
38,PhaseType.SOA,TrialType.ITI,1,5,R1,False,,86.0,2.0,88.0,
39,PhaseType.SOA,TrialType.SHOW,1,6,L2,False,,88.0,2.0,90.0,L
40,PhaseType.SOA,TrialType.ITI,1,6,L2,False,,90.0,1.0,91.0,
41,PhaseType.SOA,TrialType.SHOW,1,7,R1,True,,91.0,2.0,93.0,
42,PhaseType.SOA,TrialType.ITI,1,7,R1,False,,93.0,1.0,94.0,
43,PhaseType.SOA,TrialType.SHOW,1,8,R2,True,,94.0,2.0,96.0,
44,PhaseType.SOA,TrialType.ITI,1,8,R2,False,,96.0,5.0,101.0,
45,PhaseType.SOA,TrialType.SHOW,1,9,L0,False,,101.0,2.0,103.0,L
46,PhaseType.SOA,TrialType.ITI,1,9,L0,False,,103.0,1.0,104.0,
47,PhaseType.SOA,TrialType.SHOW,1,10,L1,False,,104.0,2.0,106.0,L
48,PhaseType.SOA,TrialType.ITI,1,10,L1,False,,106.0,2.0,108.0,
49,PhaseType.SOA,TrialType.SHOW,1,11,L0,False,,108.0,2.0,110.0,L
50,PhaseType.SOA,TrialType.ITI,1,11,L0,False,,110.0,1.0,111.0,
51,PhaseType.SOA,TrialType.SCORE,1,-1,,False,,111.0,2.0,113.0,
52,PhaseType.SOA,TrialType.GRID,1,-1,L1,False,R0,113.0,5.0,118.0,
53,PhaseType.SOA,TrialType.SHOW,1,0,R0,True,,118.0,2.0,120.0,
54,PhaseType.SOA,TrialType.ITI,1,0,R0,False,,120.0,1.0,121.0,
55,PhaseType.SOA,TrialType.SHOW,1,1,L1,True,,121.0,2.0,123.0,
56,PhaseType.SOA,TrialType.ITI,1,1,L1,False,,123.0,2.0,125.0,
57,PhaseType.SOA,TrialType.SHOW,1,2,R0,True,,125.0,2.0,127.0,
58,PhaseType.SOA,TrialType.ITI,1,2,R0,False,,127.0,2.0,129.0,
59,PhaseType.SOA,TrialType.SHOW,1,3,R2,False,,129.0,2.0,131.0,R
60,PhaseType.SOA,TrialType.ITI,1,3,R2,False,,131.0,2.0,133.0,
61,PhaseType.SOA,TrialType.SHOW,1,4,R1,False,,133.0,2.0,135.0,R
62,PhaseType.SOA,TrialType.ITI,1,4,R1,False,,135.0,1.0,136.0,
63,PhaseType.SOA,TrialType.SHOW,1,5,L0,False,,136.0,2.0,138.0,L
64,PhaseType.SOA,TrialType.ITI,1,5,L0,False,,138.0,5.0,143.0,
65,PhaseType.SOA,TrialType.SHOW,1,6,L2,False,,143.0,2.0,145.0,L
66,PhaseType.SOA,TrialType.ITI,1,6,L2,False,,145.0,1.0,146.0,
67,PhaseType.SOA,TrialType.SHOW,1,7,L0,False,,146.0,2.0,148.0,L
68,PhaseType.SOA,TrialType.ITI,1,7,L0,False,,148.0,1.0,149.0,
69,PhaseType.SOA,TrialType.SHOW,1,8,R2,False,,149.0,2.0,151.0,R
70,PhaseType.SOA,TrialType.ITI,1,8,R2,False,,151.0,1.0,152.0,
71,PhaseType.SOA,TrialType.SHOW,1,9,L1,True,,152.0,2.0,154.0,
72,PhaseType.SOA,TrialType.ITI,1,9,L1,False,,154.0,1.0,155.0,
73,PhaseType.SOA,TrialType.SHOW,1,10,R1,False,,155.0,2.0,157.0,R
74,PhaseType.SOA,TrialType.ITI,1,10,R1,False,,157.0,5.0,162.0,
75,PhaseType.SOA,TrialType.SHOW,1,11,L2,False,,162.0,2.0,164.0,L
76,PhaseType.SOA,TrialType.ITI,1,11,L2,False,,164.0,2.0,166.0,
77,PhaseType.SOA,TrialType.SCORE,1,-1,,False,,166.0,2.0,168.0,
78,PhaseType.SOA,TrialType.GRID,1,-1,L1,False,L2,168.0,5.0,173.0,
79,PhaseType.SOA,TrialType.SHOW,1,0,R2,False,,173.0,2.0,175.0,R
80,PhaseType.SOA,TrialType.ITI,1,0,R2,False,,175.0,1.0,176.0,
81,PhaseType.SOA,TrialType.SHOW,1,1,L0,False,,176.0,2.0,178.0,L
82,PhaseType.SOA,TrialType.ITI,1,1,L0,False,,178.0,2.0,180.0,
83,PhaseType.SOA,TrialType.SHOW,1,2,R1,False,,180.0,2.0,182.0,R
84,PhaseType.SOA,TrialType.ITI,1,2,R1,False,,182.0,1.0,183.0,
85,PhaseType.SOA,TrialType.SHOW,1,3,R0,False,,183.0,2.0,185.0,R
86,PhaseType.SOA,TrialType.ITI,1,3,R0,False,,185.0,5.0,190.0,
87,PhaseType.SOA,TrialType.SHOW,1,4,L0,False,,190.0,2.0,192.0,L
88,PhaseType.SOA,TrialType.ITI,1,4,L0,False,,192.0,2.0,194.0,
89,PhaseType.SOA,TrialType.SHOW,1,5,R0,False,,194.0,2.0,196.0,R
90,PhaseType.SOA,TrialType.ITI,1,5,R0,False,,196.0,2.0,198.0,
91,PhaseType.SOA,TrialType.SHOW,1,6,L2,True,,198.0,2.0,200.0,
92,PhaseType.SOA,TrialType.ITI,1,6,L2,False,,200.0,1.0,201.0,
93,PhaseType.SOA,TrialType.SHOW,1,7,L1,True,,201.0,2.0,203.0,
94,PhaseType.SOA,TrialType.ITI,1,7,L1,False,,203.0,1.0,204.0,
95,PhaseType.SOA,TrialType.SHOW,1,8,R2,False,,204.0,2.0,206.0,R
96,PhaseType.SOA,TrialType.ITI,1,8,R2,False,,206.0,2.0,208.0,
97,PhaseType.SOA,TrialType.SHOW,1,9,R1,False,,208.0,2.0,210.0,R
98,PhaseType.SOA,TrialType.ITI,1,9,R1,False,,210.0,1.0,211.0,
99,PhaseType.SOA,TrialType.SHOW,1,10,L1,True,,211.0,2.0,213.0,
100,PhaseType.SOA,TrialType.ITI,1,10,L1,False,,213.0,1.0,214.0,
101,PhaseType.SOA,TrialType.SHOW,1,11,L2,True,,214.0,2.0,216.0,
102,PhaseType.SOA,TrialType.ITI,1,11,L2,False,,216.0,5.0,221.0,
103,PhaseType.SOA,TrialType.SCORE,1,-1,,False,,221.0,2.0,223.0,
104,PhaseType.SOA,TrialType.GRID,1,-1,L0,False,R0,223.0,5.0,228.0,
105,PhaseType.SOA,TrialType.SHOW,1,0,L0,True,,228.0,2.0,230.0,
106,PhaseType.SOA,TrialType.ITI,1,0,L0,False,,230.0,1.0,231.0,
107,PhaseType.SOA,TrialType.SHOW,1,1,R0,True,,231.0,2.0,233.0,
108,PhaseType.SOA,TrialType.ITI,1,1,R0,False,,233.0,1.0,234.0,
109,PhaseType.SOA,TrialType.SHOW,1,2,R0,True,,234.0,2.0,236.0,
110,PhaseType.SOA,TrialType.ITI,1,2,R0,False,,236.0,2.0,238.0,
111,PhaseType.SOA,TrialType.SHOW,1,3,L1,False,,238.0,2.0,240.0,L
112,PhaseType.SOA,TrialType.ITI,1,3,L1,False,,240.0,1.0,241.0,
113,PhaseType.SOA,TrialType.SHOW,1,4,L0,True,,241.0,2.0,243.0,
114,PhaseType.SOA,TrialType.ITI,1,4,L0,False,,243.0,5.0,248.0,
115,PhaseType.SOA,TrialType.SHOW,1,5,R1,False,,248.0,2.0,250.0,R
116,PhaseType.SOA,TrialType.ITI,1,5,R1,False,,250.0,1.0,251.0,
117,PhaseType.SOA,TrialType.SHOW,1,6,L1,False,,251.0,2.0,253.0,L
118,PhaseType.SOA,TrialType.ITI,1,6,L1,False,,253.0,2.0,255.0,
119,PhaseType.SOA,TrialType.SHOW,1,7,R2,False,,255.0,2.0,257.0,R
120,PhaseType.SOA,TrialType.ITI,1,7,R2,False,,257.0,1.0,258.0,
121,PhaseType.SOA,TrialType.SHOW,1,8,R1,False,,258.0,2.0,260.0,R
122,PhaseType.SOA,TrialType.ITI,1,8,R1,False,,260.0,1.0,261.0,
123,PhaseType.SOA,TrialType.SHOW,1,9,L2,False,,261.0,2.0,263.0,L
124,PhaseType.SOA,TrialType.ITI,1,9,L2,False,,263.0,2.0,265.0,
125,PhaseType.SOA,TrialType.SHOW,1,10,L2,False,,265.0,2.0,267.0,L
126,PhaseType.SOA,TrialType.ITI,1,10,L2,False,,267.0,2.0,269.0,
127,PhaseType.SOA,TrialType.SHOW,1,11,R2,False,,269.0,2.0,271.0,R
128,PhaseType.SOA,TrialType.ITI,1,11,R2,False,,271.0,5.0,276.0,
129,PhaseType.SOA,TrialType.SCORE,1,-1,,False,,276.0,2.0,278.0,
130,PhaseType.SOA,TrialType.GRID,1,-1,L0,False,R0,278.0,5.0,283.0,
131,PhaseType.SOA,TrialType.SHOW,1,0,R1,False,,283.0,2.0,285.0,R
132,PhaseType.SOA,TrialType.ITI,1,0,R1,False,,285.0,2.0,287.0,
133,PhaseType.SOA,TrialType.SHOW,1,1,L0,True,,287.0,2.0,289.0,
134,PhaseType.SOA,TrialType.ITI,1,1,L0,False,,289.0,1.0,290.0,
135,PhaseType.SOA,TrialType.SHOW,1,2,R0,True,,290.0,2.0,292.0,
136,PhaseType.SOA,TrialType.ITI,1,2,R0,False,,292.0,2.0,294.0,
137,PhaseType.SOA,TrialType.SHOW,1,3,R0,True,,294.0,2.0,296.0,
138,PhaseType.SOA,TrialType.ITI,1,3,R0,False,,296.0,5.0,301.0,
139,PhaseType.SOA,TrialType.SHOW,1,4,L2,False,,301.0,2.0,303.0,L
140,PhaseType.SOA,TrialType.ITI,1,4,L2,False,,303.0,1.0,304.0,
141,PhaseType.SOA,TrialType.SHOW,1,5,R1,False,,304.0,2.0,306.0,R
142,PhaseType.SOA,TrialType.ITI,1,5,R1,False,,306.0,2.0,308.0,
143,PhaseType.SOA,TrialType.SHOW,1,6,L0,True,,308.0,2.0,310.0,
144,PhaseType.SOA,TrialType.ITI,1,6,L0,False,,310.0,5.0,315.0,
145,PhaseType.SOA,TrialType.SHOW,1,7,L1,False,,315.0,2.0,317.0,L
146,PhaseType.SOA,TrialType.ITI,1,7,L1,False,,317.0,1.0,318.0,
147,PhaseType.SOA,TrialType.SHOW,1,8,L2,False,,318.0,2.0,320.0,L
148,PhaseType.SOA,TrialType.ITI,1,8,L2,False,,320.0,1.0,321.0,
149,PhaseType.SOA,TrialType.SHOW,1,9,R2,False,,321.0,2.0,323.0,R
150,PhaseType.SOA,TrialType.ITI,1,9,R2,False,,323.0,2.0,325.0,
151,PhaseType.SOA,TrialType.SHOW,1,10,L1,False,,325.0,2.0,327.0,L
152,PhaseType.SOA,TrialType.ITI,1,10,L1,False,,327.0,1.0,328.0,
153,PhaseType.SOA,TrialType.SHOW,1,11,R2,False,,328.0,2.0,330.0,R
154,PhaseType.SOA,TrialType.ITI,1,11,R2,False,,330.0,1.0,331.0,
155,PhaseType.SOA,TrialType.SCORE,1,-1,,False,,331.0,2.0,333.0,
156,PhaseType.SOA,TrialType.GRID,1,-1,L2,False,R1,333.0,5.0,338.0,
157,PhaseType.SOA,TrialType.SHOW,1,0,L1,False,,338.0,2.0,340.0,L
158,PhaseType.SOA,TrialType.ITI,1,0,L1,False,,340.0,1.0,341.0,
159,PhaseType.SOA,TrialType.SHOW,1,1,L2,True,,341.0,2.0,343.0,
160,PhaseType.SOA,TrialType.ITI,1,1,L2,False,,343.0,2.0,345.0,
161,PhaseType.SOA,TrialType.SHOW,1,2,R0,False,,345.0,2.0,347.0,R
162,PhaseType.SOA,TrialType.ITI,1,2,R0,False,,347.0,1.0,348.0,
163,PhaseType.SOA,TrialType.SHOW,1,3,L1,False,,348.0,2.0,350.0,L
164,PhaseType.SOA,TrialType.ITI,1,3,L1,False,,350.0,1.0,351.0,
165,PhaseType.SOA,TrialType.SHOW,1,4,L0,False,,351.0,2.0,353.0,L
166,PhaseType.SOA,TrialType.ITI,1,4,L0,False,,353.0,1.0,354.0,
167,PhaseType.SOA,TrialType.SHOW,1,5,R2,False,,354.0,2.0,356.0,R
168,PhaseType.SOA,TrialType.ITI,1,5,R2,False,,356.0,1.0,357.0,
169,PhaseType.SOA,TrialType.SHOW,1,6,L2,True,,357.0,2.0,359.0,
170,PhaseType.SOA,TrialType.ITI,1,6,L2,False,,359.0,2.0,361.0,
171,PhaseType.SOA,TrialType.SHOW,1,7,R2,False,,361.0,2.0,363.0,R
172,PhaseType.SOA,TrialType.ITI,1,7,R2,False,,363.0,5.0,368.0,
173,PhaseType.SOA,TrialType.SHOW,1,8,R1,True,,368.0,2.0,370.0,
174,PhaseType.SOA,TrialType.ITI,1,8,R1,False,,370.0,2.0,372.0,
175,PhaseType.SOA,TrialType.SHOW,1,9,R0,False,,372.0,2.0,374.0,R
176,PhaseType.SOA,TrialType.ITI,1,9,R0,False,,374.0,5.0,379.0,
177,PhaseType.SOA,TrialType.SHOW,1,10,L0,False,,379.0,2.0,381.0,L
178,PhaseType.SOA,TrialType.ITI,1,10,L0,False,,381.0,1.0,382.0,
179,PhaseType.SOA,TrialType.SHOW,1,11,R1,True,,382.0,2.0,384.0,
180,PhaseType.SOA,TrialType.ITI,1,11,R1,False,,384.0,2.0,386.0,
181,PhaseType.SOA,TrialType.SCORE,1,-1,,False,,386.0,2.0,388.0,
182,PhaseType.SOA,TrialType.GRID,1,-1,L2,False,R2,388.0,5.0,393.0,
183,PhaseType.SOA,TrialType.SHOW,1,0,L1,False,,393.0,2.0,395.0,L
184,PhaseType.SOA,TrialType.ITI,1,0,L1,False,,395.0,1.0,396.0,
185,PhaseType.SOA,TrialType.SHOW,1,1,R0,False,,396.0,2.0,398.0,R
186,PhaseType.SOA,TrialType.ITI,1,1,R0,False,,398.0,1.0,399.0,
187,PhaseType.SOA,TrialType.SHOW,1,2,L1,False,,399.0,2.0,401.0,L
188,PhaseType.SOA,TrialType.ITI,1,2,L1,False,,401.0,1.0,402.0,
189,PhaseType.SOA,TrialType.SHOW,1,3,R0,False,,402.0,2.0,404.0,R
190,PhaseType.SOA,TrialType.ITI,1,3,R0,False,,404.0,2.0,406.0,
191,PhaseType.SOA,TrialType.SHOW,1,4,R1,False,,406.0,2.0,408.0,R
192,PhaseType.SOA,TrialType.ITI,1,4,R1,False,,408.0,1.0,409.0,
193,PhaseType.SOA,TrialType.SHOW,1,5,L2,True,,409.0,2.0,411.0,
194,PhaseType.SOA,TrialType.ITI,1,5,L2,False,,411.0,2.0,413.0,
195,PhaseType.SOA,TrialType.SHOW,1,6,R1,False,,413.0,2.0,415.0,R
196,PhaseType.SOA,TrialType.ITI,1,6,R1,False,,415.0,2.0,417.0,
197,PhaseType.SOA,TrialType.SHOW,1,7,L0,False,,417.0,2.0,419.0,L
198,PhaseType.SOA,TrialType.ITI,1,7,L0,False,,419.0,5.0,424.0,
199,PhaseType.SOA,TrialType.SHOW,1,8,R2,True,,424.0,2.0,426.0,
200,PhaseType.SOA,TrialType.ITI,1,8,R2,False,,426.0,5.0,431.0,
201,PhaseType.SOA,TrialType.SHOW,1,9,L0,False,,431.0,2.0,433.0,L
202,PhaseType.SOA,TrialType.ITI,1,9,L0,False,,433.0,1.0,434.0,
203,PhaseType.SOA,TrialType.SHOW,1,10,R2,True,,434.0,2.0,436.0,
204,PhaseType.SOA,TrialType.ITI,1,10,R2,False,,436.0,1.0,437.0,
205,PhaseType.SOA,TrialType.SHOW,1,11,L2,True,,437.0,2.0,439.0,
206,PhaseType.SOA,TrialType.ITI,1,11,L2,False,,439.0,2.0,441.0,
207,PhaseType.SOA,TrialType.SCORE,1,-1,,False,,441.0,2.0,443.0,
208,PhaseType.SOA,TrialType.GRID,1,-1,L0,False,L1,443.0,5.0,448.0,
209,PhaseType.SOA,TrialType.SHOW,1,0,L2,False,,448.0,2.0,450.0,L
210,PhaseType.SOA,TrialType.ITI,1,0,L2,False,,450.0,1.0,451.0,
211,PhaseType.SOA,TrialType.SHOW,1,1,L1,True,,451.0,2.0,453.0,
212,PhaseType.SOA,TrialType.ITI,1,1,L1,False,,453.0,1.0,454.0,
213,PhaseType.SOA,TrialType.SHOW,1,2,R1,False,,454.0,2.0,456.0,R
214,PhaseType.SOA,TrialType.ITI,1,2,R1,False,,456.0,5.0,461.0,
215,PhaseType.SOA,TrialType.SHOW,1,3,R0,False,,461.0,2.0,463.0,R
216,PhaseType.SOA,TrialType.ITI,1,3,R0,False,,463.0,1.0,464.0,
217,PhaseType.SOA,TrialType.SHOW,1,4,L0,True,,464.0,2.0,466.0,
218,PhaseType.SOA,TrialType.ITI,1,4,L0,False,,466.0,2.0,468.0,
219,PhaseType.SOA,TrialType.SHOW,1,5,L0,True,,468.0,2.0,470.0,
220,PhaseType.SOA,TrialType.ITI,1,5,L0,False,,470.0,1.0,471.0,
221,PhaseType.SOA,TrialType.SHOW,1,6,L1,True,,471.0,2.0,473.0,
222,PhaseType.SOA,TrialType.ITI,1,6,L1,False,,473.0,2.0,475.0,
223,PhaseType.SOA,TrialType.SHOW,1,7,R2,False,,475.0,2.0,477.0,R
224,PhaseType.SOA,TrialType.ITI,1,7,R2,False,,477.0,5.0,482.0,
225,PhaseType.SOA,TrialType.SHOW,1,8,R0,False,,482.0,2.0,484.0,R
226,PhaseType.SOA,TrialType.ITI,1,8,R0,False,,484.0,2.0,486.0,
227,PhaseType.SOA,TrialType.SHOW,1,9,R2,False,,486.0,2.0,488.0,R
228,PhaseType.SOA,TrialType.ITI,1,9,R2,False,,488.0,2.0,490.0,
229,PhaseType.SOA,TrialType.SHOW,1,10,L2,False,,490.0,2.0,492.0,L
230,PhaseType.SOA,TrialType.ITI,1,10,L2,False,,492.0,1.0,493.0,
231,PhaseType.SOA,TrialType.SHOW,1,11,R1,False,,493.0,2.0,495.0,R
232,PhaseType.SOA,TrialType.ITI,1,11,R1,False,,495.0,1.0,496.0,
233,PhaseType.SOA,TrialType.SCORE,1,-1,,False,,496.0,2.0,498.0,
