,phase,ttype,blocknum,trial,LR1,deval,LR2,onset,dur,end,cor_side
0,PhaseType.SOA,TrialType.GRID,1,-1,L2,False,R1,3.0,5.0,8.0,
1,PhaseType.SOA,TrialType.SHOW,1,0,L2,True,,8.0,2.0,10.0,
2,PhaseType.SOA,TrialType.ITI,1,0,L2,False,,10.0,1.0,11.0,
3,PhaseType.SOA,TrialType.SHOW,1,1,R2,False,,11.0,2.0,13.0,R
4,PhaseType.SOA,TrialType.ITI,1,1,R2,False,,13.0,1.0,14.0,
5,PhaseType.SOA,TrialType.SHOW,1,2,R0,False,,14.0,2.0,16.0,R
6,PhaseType.SOA,TrialType.ITI,1,2,R0,False,,16.0,1.0,17.0,
7,PhaseType.SOA,TrialType.SHOW,1,3,L0,False,,17.0,2.0,19.0,L
8,PhaseType.SOA,TrialType.ITI,1,3,L0,False,,19.0,1.0,20.0,
9,PhaseType.SOA,TrialType.SHOW,1,4,L2,True,,20.0,2.0,22.0,
10,PhaseType.SOA,TrialType.ITI,1,4,L2,False,,22.0,1.0,23.0,
11,PhaseType.SOA,TrialType.SHOW,1,5,L0,False,,23.0,2.0,25.0,L
12,PhaseType.SOA,TrialType.ITI,1,5,L0,False,,25.0,2.0,27.0,
13,PhaseType.SOA,TrialType.SHOW,1,6,R0,False,,27.0,2.0,29.0,R
14,PhaseType.SOA,TrialType.ITI,1,6,R0,False,,29.0,2.0,31.0,
15,PhaseType.SOA,TrialType.SHOW,1,7,L1,False,,31.0,2.0,33.0,L
16,PhaseType.SOA,TrialType.ITI,1,7,L1,False,,33.0,1.0,34.0,
17,PhaseType.SOA,TrialType.SHOW,1,8,R2,False,,34.0,2.0,36.0,R
18,PhaseType.SOA,TrialType.ITI,1,8,R2,False,,36.0,5.0,41.0,
19,PhaseType.SOA,TrialType.SHOW,1,9,R1,True,,41.0,2.0,43.0,
20,PhaseType.SOA,TrialType.ITI,1,9,R1,False,,43.0,2.0,45.0,
21,PhaseType.SOA,TrialType.SHOW,1,10,L1,False,,45.0,2.0,47.0,L
