,phase,ttype,blocknum,trial,LR1,deval,LR2,onset,dur,end,cor_side
0,PhaseType.OD,TrialType.SHOW,1,0,L0,False,R1,0.0,1.5,1.5,L
1,PhaseType.OD,TrialType.ITI,1,0,L0,False,R1,1.5,1.0,2.5,
2,PhaseType.OD,TrialType.SHOW,1,1,L0,True,R1,2.5,1.5,4.0,L
3,PhaseType.OD,TrialType.ITI,1,1,L0,False,R1,4.0,1.0,5.0,
4,PhaseType.OD,TrialType.SHOW,1,2,L1,False,R0,5.0,1.5,6.5,L
5,PhaseType.OD,TrialType.ITI,1,2,L1,False,R0,6.5,1.0,7.5,
6,PhaseType.OD,TrialType.SHOW,1,3,R0,False,L2,7.5,1.5,9.0,R
7,PhaseType.OD,TrialType.ITI,1,3,R0,False,L2,9.0,2.0,11.0,
8,PhaseType.OD,TrialType.SHOW,1,4,L2,True,R2,11.0,1.5,12.5,L
9,PhaseType.OD,TrialType.ITI,1,4,L2,False,R2,12.5,2.0,14.5,
10,PhaseType.OD,TrialType.SHOW,1,5,R0,True,L0,14.5,1.5,16.0,L
11,PhaseType.OD,TrialType.ITI,1,5,R0,False,L0,16.0,5.0,21.0,
12,PhaseType.OD,TrialType.SHOW,1,6,L1,False,R1,21.0,1.5,22.5,L
13,PhaseType.OD,TrialType.ITI,1,6,L1,False,R1,22.5,1.0,23.5,
14,PhaseType.OD,TrialType.SHOW,1,7,R0,False,L1,23.5,1.5,25.0,R
15,PhaseType.OD,TrialType.ITI,1,7,R0,False,L1,25.0,1.0,26.0,
16,PhaseType.OD,TrialType.SHOW,1,8,R1,False,L0,26.0,1.5,27.5,R
17,PhaseType.OD,TrialType.ITI,1,8,R1,False,L0,27.5,1.0,28.5,
18,PhaseType.OD,TrialType.SHOW,1,9,R1,True,L1,28.5,1.5,30.0,L
19,PhaseType.OD,TrialType.ITI,1,9,R1,False,L1,30.0,2.0,32.0,
20,PhaseType.OD,TrialType.SHOW,1,10,R1,True,L0,32.0,1.5,33.5,L
21,PhaseType.OD,TrialType.ITI,1,10,R1,False,L0,33.5,2.0,35.5,
22,PhaseType.OD,TrialType.SHOW,1,11,L1,True,R1,35.5,1.5,37.0,L
23,PhaseType.OD,TrialType.ITI,1,11,L1,False,R1,37.0,5.0,42.0,
24,PhaseType.OD,TrialType.SHOW,1,12,R2,False,L2,42.0,1.5,43.5,R
25,PhaseType.OD,TrialType.ITI,1,12,R2,False,L2,43.5,1.0,44.5,
26,PhaseType.OD,TrialType.SHOW,1,13,L2,False,R2,44.5,1.5,46.0,L
27,PhaseType.OD,TrialType.ITI,1,13,L2,False,R2,46.0,1.0,47.0,
28,PhaseType.OD,TrialType.SHOW,1,14,L1,True,R0,47.0,1.5,48.5,L
29,PhaseType.OD,TrialType.ITI,1,14,L1,False,R0,48.5,1.0,49.5,
30,PhaseType.OD,TrialType.SHOW,1,15,L0,False,R0,49.5,1.5,51.0,L
31,PhaseType.OD,TrialType.ITI,1,15,L0,False,R0,51.0,2.0,53.0,
32,PhaseType.OD,TrialType.SHOW,1,16,L0,True,R2,53.0,1.5,54.5,L
33,PhaseType.OD,TrialType.ITI,1,16,L0,False,R2,54.5,2.0,56.5,
34,PhaseType.OD,TrialType.SHOW,1,17,R1,False,L2,56.5,1.5,58.0,R
35,PhaseType.OD,TrialType.ITI,1,17,R1,False,L2,58.0,5.0,63.0,
36,PhaseType.OD,TrialType.SHOW,1,18,L0,True,R0,63.0,1.5,64.5,L
37,PhaseType.OD,TrialType.ITI,1,18,L0,False,R0,64.5,1.0,65.5,
38,PhaseType.OD,TrialType.SHOW,1,19,L2,True,R0,65.5,1.5,67.0,L
39,PhaseType.OD,TrialType.ITI,1,19,L2,False,R0,67.0,1.0,68.0,
40,PhaseType.OD,TrialType.SHOW,1,20,R2,True,L2,68.0,1.5,69.5,L
41,PhaseType.OD,TrialType.ITI,1,20,R2,False,L2,69.5,1.0,70.5,
42,PhaseType.OD,TrialType.SHOW,1,21,R0,True,L2,70.5,1.5,72.0,L
43,PhaseType.OD,TrialType.ITI,1,21,R0,False,L2,72.0,2.0,74.0,
44,PhaseType.OD,TrialType.SHOW,1,22,R2,False,L0,74.0,1.5,75.5,R
45,PhaseType.OD,TrialType.ITI,1,22,R2,False,L0,75.5,2.0,77.5,
46,PhaseType.OD,TrialType.SHOW,1,23,L2,False,R0,77.5,1.5,79.0,L
47,PhaseType.OD,TrialType.ITI,1,23,L2,False,R0,79.0,5.0,84.0,
48,PhaseType.OD,TrialType.SHOW,1,24,R0,False,L0,84.0,1.5,85.5,R
49,PhaseType.OD,TrialType.ITI,1,24,R0,False,L0,85.5,1.0,86.5,
50,PhaseType.OD,TrialType.SHOW,1,25,L1,True,R2,86.5,1.5,88.0,L
51,PhaseType.OD,TrialType.ITI,1,25,L1,False,R2,88.0,1.0,89.0,
52,PhaseType.OD,TrialType.SHOW,1,26,R1,False,L1,89.0,1.5,90.5,R
53,PhaseType.OD,TrialType.ITI,1,26,R1,False,L1,90.5,1.0,91.5,
54,PhaseType.OD,TrialType.SHOW,1,27,L2,False,R1,91.5,1.5,93.0,L
55,PhaseType.OD,TrialType.ITI,1,27,L2,False,R1,93.0,2.0,95.0,
56,PhaseType.OD,TrialType.SHOW,1,28,L1,False,R2,95.0,1.5,96.5,L
57,PhaseType.OD,TrialType.ITI,1,28,L1,False,R2,96.5,2.0,98.5,
58,PhaseType.OD,TrialType.SHOW,1,29,L0,False,R2,98.5,1.5,100.0,L
59,PhaseType.OD,TrialType.ITI,1,29,L0,False,R2,100.0,5.0,105.0,
60,PhaseType.OD,TrialType.SHOW,1,30,R2,False,L1,105.0,1.5,106.5,R
61,PhaseType.OD,TrialType.ITI,1,30,R2,False,L1,106.5,1.0,107.5,
62,PhaseType.OD,TrialType.SHOW,1,31,R2,True,L0,107.5,1.5,109.0,L
63,PhaseType.OD,TrialType.ITI,1,31,R2,False,L0,109.0,1.0,110.0,
64,PhaseType.OD,TrialType.SHOW,1,32,R0,True,L1,110.0,1.5,111.5,L
65,PhaseType.OD,TrialType.ITI,1,32,R0,False,L1,111.5,1.0,112.5,
66,PhaseType.OD,TrialType.SHOW,1,33,L2,True,R1,112.5,1.5,114.0,L
67,PhaseType.OD,TrialType.ITI,1,33,L2,False,R1,114.0,2.0,116.0,
68,PhaseType.OD,TrialType.SHOW,1,34,R1,True,L2,116.0,1.5,117.5,L
69,PhaseType.OD,TrialType.ITI,1,34,R1,False,L2,117.5,2.0,119.5,
70,PhaseType.OD,TrialType.SHOW,1,35,R2,True,L1,119.5,1.5,121.0,L
71,PhaseType.OD,TrialType.ITI,1,35,R2,False,L1,121.0,5.0,126.0,
72,PhaseType.OD,TrialType.SCORE,1,-1,,False,,126.0,2.0,128.0,
