,phase,ttype,blocknum,trial,LR1,deval,LR2,onset,dur,end,cor_side
0,PhaseType.OD,TrialType.SHOW,1,0,L0,False,R2,3,2,5,L
1,PhaseType.OD,TrialType.ITI,1,0,L0,False,R2,5,2,7,
2,PhaseType.OD,TrialType.SHOW,1,1,L0,False,R1,7,2,9,L
3,PhaseType.OD,TrialType.ITI,1,1,L0,False,R1,9,1,10,
4,PhaseType.OD,TrialType.SHOW,1,2,L2,True,R2,10,2,12,L
5,PhaseType.OD,TrialType.ITI,1,2,L2,False,R2,12,5,17,
6,PhaseType.OD,TrialType.SHOW,1,3,L0,True,R0,17,2,19,L
7,PhaseType.OD,TrialType.ITI,1,3,L0,False,R0,19,1,20,
8,PhaseType.OD,TrialType.SHOW,1,4,L1,False,R0,20,2,22,L
9,PhaseType.OD,TrialType.ITI,1,4,L1,False,R0,22,1,23,
10,PhaseType.OD,TrialType.SHOW,1,5,L2,False,R2,23,2,25,L
11,PhaseType.OD,TrialType.ITI,1,5,L2,False,R2,25,5,30,
12,PhaseType.OD,TrialType.SHOW,1,6,R2,True,L1,30,2,32,L
13,PhaseType.OD,TrialType.ITI,1,6,R2,False,L1,32,2,34,
14,PhaseType.OD,TrialType.SHOW,1,7,L1,True,R0,34,2,36,L
15,PhaseType.OD,TrialType.ITI,1,7,L1,False,R0,36,2,38,
16,PhaseType.OD,TrialType.SHOW,1,8,L1,False,R2,38,2,40,L
17,PhaseType.OD,TrialType.ITI,1,8,L1,False,R2,40,5,45,
18,PhaseType.OD,TrialType.SHOW,1,9,L0,True,R1,45,2,47,L
19,PhaseType.OD,TrialType.ITI,1,9,L0,False,R1,47,1,48,
20,PhaseType.OD,TrialType.SHOW,1,10,R1,True,L0,48,2,50,L
21,PhaseType.OD,TrialType.ITI,1,10,R1,False,L0,50,2,52,
22,PhaseType.OD,TrialType.SHOW,1,11,R1,True,L2,52,2,54,L
23,PhaseType.OD,TrialType.ITI,1,11,R1,False,L2,54,1,55,
24,PhaseType.OD,TrialType.SHOW,1,12,R0,True,L1,55,2,57,L
25,PhaseType.OD,TrialType.ITI,1,12,R0,False,L1,57,1,58,
26,PhaseType.OD,TrialType.SHOW,1,13,R2,False,L1,58,2,60,R
27,PhaseType.OD,TrialType.ITI,1,13,R2,False,L1,60,1,61,
28,PhaseType.OD,TrialType.SHOW,1,14,L1,True,R2,61,2,63,L
29,PhaseType.OD,TrialType.ITI,1,14,L1,False,R2,63,1,64,
30,PhaseType.OD,TrialType.SHOW,1,15,L2,False,R1,64,2,66,L
31,PhaseType.OD,TrialType.ITI,1,15,L2,False,R1,66,2,68,
32,PhaseType.OD,TrialType.SHOW,1,16,L1,False,R1,68,2,70,L
33,PhaseType.OD,TrialType.ITI,1,16,L1,False,R1,70,2,72,
34,PhaseType.OD,TrialType.SHOW,1,17,R2,False,L0,72,2,74,R
35,PhaseType.OD,TrialType.ITI,1,17,R2,False,L0,74,1,75,
36,PhaseType.OD,TrialType.SHOW,1,18,R1,False,L0,75,2,77,R
37,PhaseType.OD,TrialType.ITI,1,18,R1,False,L0,77,1,78,
38,PhaseType.OD,TrialType.SHOW,1,19,R2,False,L2,78,2,80,R
39,PhaseType.OD,TrialType.ITI,1,19,R2,False,L2,80,1,81,
40,PhaseType.OD,TrialType.SHOW,1,20,R2,True,L2,81,2,83,L
41,PhaseType.OD,TrialType.ITI,1,20,R2,False,L2,83,5,88,
42,PhaseType.OD,TrialType.SHOW,1,21,L2,True,R1,88,2,90,L
43,PhaseType.OD,TrialType.ITI,1,21,L2,False,R1,90,2,92,
44,PhaseType.OD,TrialType.SHOW,1,22,R1,True,L1,92,2,94,L
45,PhaseType.OD,TrialType.ITI,1,22,R1,False,L1,94,5,99,
46,PhaseType.OD,TrialType.SHOW,1,23,L0,False,R0,99,2,101,L
47,PhaseType.OD,TrialType.ITI,1,23,L0,False,R0,101,1,102,
48,PhaseType.OD,TrialType.SHOW,1,24,R0,True,L2,102,2,104,L
49,PhaseType.OD,TrialType.ITI,1,24,R0,False,L2,104,2,106,
50,PhaseType.OD,TrialType.SHOW,1,25,L1,True,R1,106,2,108,L
51,PhaseType.OD,TrialType.ITI,1,25,L1,False,R1,108,1,109,
52,PhaseType.OD,TrialType.SHOW,1,26,R1,False,L2,109,2,111,R
53,PhaseType.OD,TrialType.ITI,1,26,R1,False,L2,111,2,113,
54,PhaseType.OD,TrialType.SHOW,1,27,R0,False,L2,113,2,115,R
55,PhaseType.OD,TrialType.ITI,1,27,R0,False,L2,115,1,116,
56,PhaseType.OD,TrialType.SHOW,1,28,R0,False,L1,116,2,118,R
57,PhaseType.OD,TrialType.ITI,1,28,R0,False,L1,118,1,119,
58,PhaseType.OD,TrialType.SHOW,1,29,R0,False,L0,119,2,121,R
59,PhaseType.OD,TrialType.ITI,1,29,R0,False,L0,121,5,126,
60,PhaseType.OD,TrialType.SHOW,1,30,R2,True,L0,126,2,128,L
61,PhaseType.OD,TrialType.ITI,1,30,R2,False,L0,128,1,129,
62,PhaseType.OD,TrialType.SHOW,1,31,R1,False,L1,129,2,131,R
63,PhaseType.OD,TrialType.ITI,1,31,R1,False,L1,131,2,133,
64,PhaseType.OD,TrialType.SHOW,1,32,L2,False,R0,133,2,135,L
65,PhaseType.OD,TrialType.ITI,1,32,L2,False,R0,135,2,137,
66,PhaseType.OD,TrialType.SHOW,1,33,L0,True,R2,137,2,139,L
67,PhaseType.OD,TrialType.ITI,1,33,L0,False,R2,139,2,141,
68,PhaseType.OD,TrialType.SHOW,1,34,R0,True,L0,141,2,143,L
69,PhaseType.OD,TrialType.ITI,1,34,R0,False,L0,143,1,144,
70,PhaseType.OD,TrialType.SHOW,1,35,L2,True,R0,144,2,146,L
71,PhaseType.OD,TrialType.ITI,1,35,L2,False,R0,146,1,147,
72,PhaseType.OD,TrialType.SCORE,1,-1,,False,,147,2,149,
