,phase,ttype,blocknum,trial,LR1,deval,LR2,onset,dur,end,cor_side
0,PhaseType.DD,TrialType.GRID,1,-1,L0,False,R1,3.0,5.0,8.0,
1,PhaseType.DD,TrialType.SHOW,1,0,R1,True,,8.0,2.0,10.0,
2,PhaseType.DD,TrialType.ITI,1,0,R1,False,,10.0,1.0,11.0,
3,PhaseType.DD,TrialType.SHOW,1,1,R0,False,,11.0,2.0,13.0,R
4,PhaseType.DD,TrialType.ITI,1,1,R0,False,,13.0,2.0,15.0,
5,PhaseType.DD,TrialType.SHOW,1,2,L0,True,,15.0,2.0,17.0,
6,PhaseType.DD,TrialType.ITI,1,2,L0,False,,17.0,1.0,18.0,
7,PhaseType.DD,TrialType.SHOW,1,3,R1,True,,18.0,2.0,20.0,
8,PhaseType.DD,TrialType.ITI,1,3,R1,False,,20.0,1.0,21.0,
9,PhaseType.DD,TrialType.SHOW,1,4,L2,False,,21.0,2.0,23.0,L
10,PhaseType.DD,TrialType.ITI,1,4,L2,False,,23.0,2.0,25.0,
11,PhaseType.DD,TrialType.SHOW,1,5,L0,True,,25.0,2.0,27.0,
12,PhaseType.DD,TrialType.ITI,1,5,L0,False,,27.0,1.0,28.0,
13,PhaseType.DD,TrialType.SHOW,1,6,L1,False,,28.0,2.0,30.0,L
14,PhaseType.DD,TrialType.ITI,1,6,L1,False,,30.0,1.0,31.0,
15,PhaseType.DD,TrialType.SHOW,1,7,R2,False,,31.0,2.0,33.0,R
16,PhaseType.DD,TrialType.ITI,1,7,R2,False,,33.0,5.0,38.0,
17,PhaseType.DD,TrialType.SHOW,1,8,L1,False,,38.0,2.0,40.0,L
18,PhaseType.DD,TrialType.ITI,1,8,L1,False,,40.0,2.0,42.0,
19,PhaseType.DD,TrialType.SHOW,1,9,R2,False,,42.0,2.0,44.0,R
20,PhaseType.DD,TrialType.ITI,1,9,R2,False,,44.0,2.0,46.0,
21,PhaseType.DD,TrialType.SHOW,1,10,L2,False,,46.0,2.0,48.0,L
22,PhaseType.DD,TrialType.ITI,1,10,L2,False,,48.0,1.0,49.0,
23,PhaseType.DD,TrialType.SHOW,1,11,R0,False,,49.0,2.0,51.0,R
24,PhaseType.DD,TrialType.ITI,1,11,R0,False,,51.0,5.0,56.0,
25,PhaseType.DD,TrialType.SCORE,1,-1,,False,,56.0,2.0,58.0,
26,PhaseType.DD,TrialType.GRID,1,-1,R0,False,R2,58.0,5.0,63.0,
27,PhaseType.DD,TrialType.SHOW,1,0,R1,False,,63.0,2.0,65.0,R
28,PhaseType.DD,TrialType.ITI,1,0,R1,False,,65.0,2.0,67.0,
29,PhaseType.DD,TrialType.SHOW,1,1,L2,False,,67.0,2.0,69.0,L
30,PhaseType.DD,TrialType.ITI,1,1,L2,False,,69.0,1.0,70.0,
31,PhaseType.DD,TrialType.SHOW,1,2,L0,False,,70.0,2.0,72.0,L
32,PhaseType.DD,TrialType.ITI,1,2,L0,False,,72.0,5.0,77.0,
33,PhaseType.DD,TrialType.SHOW,1,3,L1,False,,77.0,2.0,79.0,L
34,PhaseType.DD,TrialType.ITI,1,3,L1,False,,79.0,1.0,80.0,
35,PhaseType.DD,TrialType.SHOW,1,4,L0,False,,80.0,2.0,82.0,L
36,PhaseType.DD,TrialType.ITI,1,4,L0,False,,82.0,1.0,83.0,
37,PhaseType.DD,TrialType.SHOW,1,5,L1,False,,83.0,2.0,85.0,L
38,PhaseType.DD,TrialType.ITI,1,5,L1,False,,85.0,2.0,87.0,
39,PhaseType.DD,TrialType.SHOW,1,6,R1,False,,87.0,2.0,89.0,R
40,PhaseType.DD,TrialType.ITI,1,6,R1,False,,89.0,1.0,90.0,
41,PhaseType.DD,TrialType.SHOW,1,7,R2,True,,90.0,2.0,92.0,
42,PhaseType.DD,TrialType.ITI,1,7,R2,False,,92.0,1.0,93.0,
43,PhaseType.DD,TrialType.SHOW,1,8,L2,False,,93.0,2.0,95.0,L
