,phase,ttype,blocknum,trial,LR1,deval,LR2,onset,dur,end,cor_side
0,PhaseType.DD,TrialType.GRID,1,-1,L1,False,R2,3.0,5.0,8.0,
1,PhaseType.DD,TrialType.SHOW,1,0,L0,False,,8.0,2.0,10.0,L
2,PhaseType.DD,TrialType.ITI,1,0,L0,False,,10.0,5.0,15.0,
3,PhaseType.DD,TrialType.SHOW,1,1,L2,False,,15.0,2.0,17.0,L
4,PhaseType.DD,TrialType.ITI,1,1,L2,False,,17.0,1.0,18.0,
5,PhaseType.DD,TrialType.SHOW,1,2,R0,False,,18.0,2.0,20.0,R
6,PhaseType.DD,TrialType.ITI,1,2,R0,False,,20.0,1.0,21.0,
7,PhaseType.DD,TrialType.SHOW,1,3,R1,False,,21.0,2.0,23.0,R
8,PhaseType.DD,TrialType.ITI,1,3,R1,False,,23.0,5.0,28.0,
9,PhaseType.DD,TrialType.SHOW,1,4,L1,True,,28.0,2.0,30.0,
10,PhaseType.DD,TrialType.ITI,1,4,L1,False,,30.0,1.0,31.0,
11,PhaseType.DD,TrialType.SHOW,1,5,L2,False,,31.0,2.0,33.0,L
12,PhaseType.DD,TrialType.ITI,1,5,L2,False,,33.0,2.0,35.0,
13,PhaseType.DD,TrialType.SHOW,1,6,R0,False,,35.0,2.0,37.0,R
14,PhaseType.DD,TrialType.ITI,1,6,R0,False,,37.0,2.0,39.0,
15,PhaseType.DD,TrialType.SHOW,1,7,L0,False,,39.0,2.0,41.0,L
16,PhaseType.DD,TrialType.ITI,1,7,L0,False,,41.0,2.0,43.0,
17,PhaseType.DD,TrialType.SHOW,1,8,R1,False,,43.0,2.0,45.0,R
18,PhaseType.DD,TrialType.ITI,1,8,R1,False,,45.0,1.0,46.0,
19,PhaseType.DD,TrialType.SHOW,1,9,R2,True,,46.0,2.0,48.0,
20,PhaseType.DD,TrialType.ITI,1,9,R2,False,,48.0,1.0,49.0,
21,PhaseType.DD,TrialType.SHOW,1,10,L1,True,,49.0,2.0,51.0,
22,PhaseType.DD,TrialType.ITI,1,10,L1,False,,51.0,1.0,52.0,
23,PhaseType.DD,TrialType.SHOW,1,11,R2,True,,52.0,2.0,54.0,
24,PhaseType.DD,TrialType.ITI,1,11,R2,False,,54.0,2.0,56.0,
25,PhaseType.DD,TrialType.SCORE,1,-1,,False,,56.0,2.0,58.0,
26,PhaseType.DD,TrialType.GRID,1,-1,L0,False,L2,58.0,5.0,63.0,
27,PhaseType.DD,TrialType.SHOW,1,0,R1,False,,63.0,2.0,65.0,R
28,PhaseType.DD,TrialType.ITI,1,0,R1,False,,65.0,1.0,66.0,
29,PhaseType.DD,TrialType.SHOW,1,1,R2,False,,66.0,2.0,68.0,R
30,PhaseType.DD,TrialType.ITI,1,1,R2,False,,68.0,1.0,69.0,
31,PhaseType.DD,TrialType.SHOW,1,2,L1,False,,69.0,2.0,71.0,L
32,PhaseType.DD,TrialType.ITI,1,2,L1,False,,71.0,1.0,72.0,
33,PhaseType.DD,TrialType.SHOW,1,3,L2,True,,72.0,2.0,74.0,
34,PhaseType.DD,TrialType.ITI,1,3,L2,False,,74.0,2.0,76.0,
35,PhaseType.DD,TrialType.SHOW,1,4,L0,True,,76.0,2.0,78.0,
36,PhaseType.DD,TrialType.ITI,1,4,L0,False,,78.0,1.0,79.0,
37,PhaseType.DD,TrialType.SHOW,1,5,L2,True,,79.0,2.0,81.0,
38,PhaseType.DD,TrialType.ITI,1,5,L2,False,,81.0,1.0,82.0,
39,PhaseType.DD,TrialType.SHOW,1,6,R1,False,,82.0,2.0,84.0,R
40,PhaseType.DD,TrialType.ITI,1,6,R1,False,,84.0,5.0,89.0,
41,PhaseType.DD,TrialType.SHOW,1,7,R0,False,,89.0,2.0,91.0,R
42,PhaseType.DD,TrialType.ITI,1,7,R0,False,,91.0,2.0,93.0,
43,PhaseType.DD,TrialType.SHOW,1,8,R0,False,,93.0,2.0,95.0,R
44,PhaseType.DD,TrialType.ITI,1,8,R0,False,,95.0,2.0,97.0,
45,PhaseType.DD,TrialType.SHOW,1,9,R2,False,,97.0,2.0,99.0,R
46,PhaseType.DD,TrialType.ITI,1,9,R2,False,,99.0,5.0,104.0,
47,PhaseType.DD,TrialType.SHOW,1,10,L0,True,,104.0,2.0,106.0,
48,PhaseType.DD,TrialType.ITI,1,10,L0,False,,106.0,1.0,107.0,
49,PhaseType.DD,TrialType.SHOW,1,11,L1,False,,107.0,2.0,109.0,L
50,PhaseType.DD,TrialType.ITI,1,11,L1,False,,109.0,2.0,111.0,
51,PhaseType.DD,TrialType.SCORE,1,-1,,False,,111.0,2.0,113.0,
52,PhaseType.DD,TrialType.GRID,1,-1,L2,False,R2,113.0,5.0,118.0,
53,PhaseType.DD,TrialType.SHOW,1,0,R1,False,,118.0,2.0,120.0,R
54,PhaseType.DD,TrialType.ITI,1,0,R1,False,,120.0,5.0,125.0,
55,PhaseType.DD,TrialType.SHOW,1,1,L2,True,,125.0,2.0,127.0,
56,PhaseType.DD,TrialType.ITI,1,1,L2,False,,127.0,2.0,129.0,
57,PhaseType.DD,TrialType.SHOW,1,2,L0,False,,129.0,2.0,131.0,L
58,PhaseType.DD,TrialType.ITI,1,2,L0,False,,131.0,1.0,132.0,
59,PhaseType.DD,TrialType.SHOW,1,3,L2,True,,132.0,2.0,134.0,
60,PhaseType.DD,TrialType.ITI,1,3,L2,False,,134.0,2.0,136.0,
61,PhaseType.DD,TrialType.SHOW,1,4,L1,False,,136.0,2.0,138.0,L
62,PhaseType.DD,TrialType.ITI,1,4,L1,False,,138.0,2.0,140.0,
63,PhaseType.DD,TrialType.SHOW,1,5,L0,False,,140.0,2.0,142.0,L
64,PhaseType.DD,TrialType.ITI,1,5,L0,False,,142.0,2.0,144.0,
65,PhaseType.DD,TrialType.SHOW,1,6,R0,False,,144.0,2.0,146.0,R
66,PhaseType.DD,TrialType.ITI,1,6,R0,False,,146.0,1.0,147.0,
67,PhaseType.DD,TrialType.SHOW,1,7,L1,False,,147.0,2.0,149.0,L
68,PhaseType.DD,TrialType.ITI,1,7,L1,False,,149.0,1.0,150.0,
69,PhaseType.DD,TrialType.SHOW,1,8,R0,False,,150.0,2.0,152.0,R
70,PhaseType.DD,TrialType.ITI,1,8,R0,False,,152.0,1.0,153.0,
71,PhaseType.DD,TrialType.SHOW,1,9,R1,False,,153.0,2.0,155.0,R
72,PhaseType.DD,TrialType.ITI,1,9,R1,False,,155.0,5.0,160.0,
