,phase,ttype,blocknum,trial,LR1,deval,LR2,onset,dur,end,cor_side
0,PhaseType.DD,TrialType.GRID,1,-1,L0,False,R1,3.0,5.0,8.0,
1,PhaseType.DD,TrialType.SHOW,1,0,L0,True,,8.0,2.0,10.0,
2,PhaseType.DD,TrialType.ITI,1,0,L0,False,,10.0,2.0,12.0,
3,PhaseType.DD,TrialType.SHOW,1,1,L1,False,,12.0,2.0,14.0,L
4,PhaseType.DD,TrialType.ITI,1,1,L1,False,,14.0,2.0,16.0,
5,PhaseType.DD,TrialType.SHOW,1,2,R1,True,,16.0,2.0,18.0,
6,PhaseType.DD,TrialType.ITI,1,2,R1,False,,18.0,2.0,20.0,
7,PhaseType.DD,TrialType.SHOW,1,3,R2,False,,20.0,2.0,22.0,R
8,PhaseType.DD,TrialType.ITI,1,3,R2,False,,22.0,5.0,27.0,
9,PhaseType.DD,TrialType.SHOW,1,4,R0,False,,27.0,2.0,29.0,R
10,PhaseType.DD,TrialType.ITI,1,4,R0,False,,29.0,2.0,31.0,
11,PhaseType.DD,TrialType.SHOW,1,5,R2,False,,31.0,2.0,33.0,R
12,PhaseType.DD,TrialType.ITI,1,5,R2,False,,33.0,1.0,34.0,
13,PhaseType.DD,TrialType.SHOW,1,6,L2,False,,34.0,2.0,36.0,L
14,PhaseType.DD,TrialType.ITI,1,6,L2,False,,36.0,1.0,37.0,
15,PhaseType.DD,TrialType.SHOW,1,7,R1,True,,37.0,2.0,39.0,
16,PhaseType.DD,TrialType.ITI,1,7,R1,False,,39.0,1.0,40.0,
17,PhaseType.DD,TrialType.SHOW,1,8,L1,False,,40.0,2.0,42.0,L
18,PhaseType.DD,TrialType.ITI,1,8,L1,False,,42.0,1.0,43.0,
19,PhaseType.DD,TrialType.SHOW,1,9,L2,False,,43.0,2.0,45.0,L
20,PhaseType.DD,TrialType.ITI,1,9,L2,False,,45.0,1.0,46.0,
21,PhaseType.DD,TrialType.SHOW,1,10,R0,False,,46.0,2.0,48.0,R
22,PhaseType.DD,TrialType.ITI,1,10,R0,False,,48.0,5.0,53.0,
23,PhaseType.DD,TrialType.SHOW,1,11,L0,True,,53.0,2.0,55.0,
24,PhaseType.DD,TrialType.ITI,1,11,L0,False,,55.0,1.0,56.0,
25,PhaseType.DD,TrialType.SCORE,1,-1,,False,,56.0,2.0,58.0,
26,PhaseType.DD,TrialType.GRID,1,-1,L0,False,R1,58.0,5.0,63.0,
27,PhaseType.DD,TrialType.SHOW,1,0,R0,False,,63.0,2.0,65.0,R
28,PhaseType.DD,TrialType.ITI,1,0,R0,False,,65.0,1.0,66.0,
29,PhaseType.DD,TrialType.SHOW,1,1,L1,False,,66.0,2.0,68.0,L
30,PhaseType.DD,TrialType.ITI,1,1,L1,False,,68.0,1.0,69.0,
31,PhaseType.DD,TrialType.SHOW,1,2,R2,False,,69.0,2.0,71.0,R
32,PhaseType.DD,TrialType.ITI,1,2,R2,False,,71.0,5.0,76.0,
33,PhaseType.DD,TrialType.SHOW,1,3,L2,False,,76.0,2.0,78.0,L
34,PhaseType.DD,TrialType.ITI,1,3,L2,False,,78.0,2.0,80.0,
35,PhaseType.DD,TrialType.SHOW,1,4,L1,False,,80.0,2.0,82.0,L
36,PhaseType.DD,TrialType.ITI,1,4,L1,False,,82.0,1.0,83.0,
37,PhaseType.DD,TrialType.SHOW,1,5,L2,False,,83.0,2.0,85.0,L
38,PhaseType.DD,TrialType.ITI,1,5,L2,False,,85.0,2.0,87.0,
39,PhaseType.DD,TrialType.SHOW,1,6,R2,False,,87.0,2.0,89.0,R
40,PhaseType.DD,TrialType.ITI,1,6,R2,False,,89.0,5.0,94.0,
41,PhaseType.DD,TrialType.SHOW,1,7,R1,True,,94.0,2.0,96.0,
42,PhaseType.DD,TrialType.ITI,1,7,R1,False,,96.0,2.0,98.0,
43,PhaseType.DD,TrialType.SHOW,1,8,R1,True,,98.0,2.0,100.0,
44,PhaseType.DD,TrialType.ITI,1,8,R1,False,,100.0,1.0,101.0,
45,PhaseType.DD,TrialType.SHOW,1,9,L0,True,,101.0,2.0,103.0,
46,PhaseType.DD,TrialType.ITI,1,9,L0,False,,103.0,2.0,105.0,
47,PhaseType.DD,TrialType.SHOW,1,10,R0,False,,105.0,2.0,107.0,R
48,PhaseType.DD,TrialType.ITI,1,10,R0,False,,107.0,1.0,108.0,
49,PhaseType.DD,TrialType.SHOW,1,11,L0,True,,108.0,2.0,110.0,
50,PhaseType.DD,TrialType.ITI,1,11,L0,False,,110.0,1.0,111.0,
51,PhaseType.DD,TrialType.SCORE,1,-1,,False,,111.0,2.0,113.0,
52,PhaseType.DD,TrialType.GRID,1,-1,L2,False,R2,113.0,5.0,118.0,
53,PhaseType.DD,TrialType.SHOW,1,0,L1,False,,118.0,2.0,120.0,L
54,PhaseType.DD,TrialType.ITI,1,0,L1,False,,120.0,2.0,122.0,
55,PhaseType.DD,TrialType.SHOW,1,1,R1,False,,122.0,2.0,124.0,R
56,PhaseType.DD,TrialType.ITI,1,1,R1,False,,124.0,1.0,125.0,
57,PhaseType.DD,TrialType.SHOW,1,2,R0,False,,125.0,2.0,127.0,R
58,PhaseType.DD,TrialType.ITI,1,2,R0,False,,127.0,5.0,132.0,
59,PhaseType.DD,TrialType.SHOW,1,3,L1,False,,132.0,2.0,134.0,L
60,PhaseType.DD,TrialType.ITI,1,3,L1,False,,134.0,1.0,135.0,
61,PhaseType.DD,TrialType.SHOW,1,4,R0,False,,135.0,2.0,137.0,R
62,PhaseType.DD,TrialType.ITI,1,4,R0,False,,137.0,2.0,139.0,
63,PhaseType.DD,TrialType.SHOW,1,5,L0,False,,139.0,2.0,141.0,L
64,PhaseType.DD,TrialType.ITI,1,5,L0,False,,141.0,1.0,142.0,
65,PhaseType.DD,TrialType.SHOW,1,6,L2,True,,142.0,2.0,144.0,
66,PhaseType.DD,TrialType.ITI,1,6,L2,False,,144.0,2.0,146.0,
67,PhaseType.DD,TrialType.SHOW,1,7,R2,True,,146.0,2.0,148.0,
68,PhaseType.DD,TrialType.ITI,1,7,R2,False,,148.0,1.0,149.0,
69,PhaseType.DD,TrialType.SHOW,1,8,L2,True,,149.0,2.0,151.0,
70,PhaseType.DD,TrialType.ITI,1,8,L2,False,,151.0,5.0,156.0,
71,PhaseType.DD,TrialType.SHOW,1,9,R2,True,,156.0,2.0,158.0,
72,PhaseType.DD,TrialType.ITI,1,9,R2,False,,158.0,1.0,159.0,
73,PhaseType.DD,TrialType.SHOW,1,10,R1,False,,159.0,2.0,161.0,R
74,PhaseType.DD,TrialType.ITI,1,10,R1,False,,161.0,2.0,163.0,
75,PhaseType.DD,TrialType.SHOW,1,11,L0,False,,163.0,2.0,165.0,L
76,PhaseType.DD,TrialType.ITI,1,11,L0,False,,165.0,1.0,166.0,
77,PhaseType.DD,TrialType.SCORE,1,-1,,False,,166.0,2.0,168.0,
78,PhaseType.DD,TrialType.GRID,1,-1,L1,False,R2,168.0,5.0,173.0,
79,PhaseType.DD,TrialType.SHOW,1,0,L2,False,,173.0,2.0,175.0,L
80,PhaseType.DD,TrialType.ITI,1,0,L2,False,,175.0,5.0,180.0,
81,PhaseType.DD,TrialType.SHOW,1,1,R1,False,,180.0,2.0,182.0,R
82,PhaseType.DD,TrialType.ITI,1,1,R1,False,,182.0,2.0,184.0,
83,PhaseType.DD,TrialType.SHOW,1,2,L1,True,,184.0,2.0,186.0,
84,PhaseType.DD,TrialType.ITI,1,2,L1,False,,186.0,2.0,188.0,
85,PhaseType.DD,TrialType.SHOW,1,3,R2,True,,188.0,2.0,190.0,
86,PhaseType.DD,TrialType.ITI,1,3,R2,False,,190.0,2.0,192.0,
87,PhaseType.DD,TrialType.SHOW,1,4,L1,True,,192.0,2.0,194.0,
88,PhaseType.DD,TrialType.ITI,1,4,L1,False,,194.0,5.0,199.0,
89,PhaseType.DD,TrialType.SHOW,1,5,L2,False,,199.0,2.0,201.0,L
90,PhaseType.DD,TrialType.ITI,1,5,L2,False,,201.0,1.0,202.0,
91,PhaseType.DD,TrialType.SHOW,1,6,L0,False,,202.0,2.0,204.0,L
92,PhaseType.DD,TrialType.ITI,1,6,L0,False,,204.0,1.0,205.0,
93,PhaseType.DD,TrialType.SHOW,1,7,L0,False,,205.0,2.0,207.0,L
94,PhaseType.DD,TrialType.ITI,1,7,L0,False,,207.0,2.0,209.0,
95,PhaseType.DD,TrialType.SHOW,1,8,R0,False,,209.0,2.0,211.0,R
96,PhaseType.DD,TrialType.ITI,1,8,R0,False,,211.0,1.0,212.0,
97,PhaseType.DD,TrialType.SHOW,1,9,R2,True,,212.0,2.0,214.0,
98,PhaseType.DD,TrialType.ITI,1,9,R2,False,,214.0,1.0,215.0,
99,PhaseType.DD,TrialType.SHOW,1,10,R0,False,,215.0,2.0,217.0,R
100,PhaseType.DD,TrialType.ITI,1,10,R0,False,,217.0,1.0,218.0,
101,PhaseType.DD,TrialType.SHOW,1,11,R1,False,,218.0,2.0,220.0,R
102,PhaseType.DD,TrialType.ITI,1,11,R1,False,,220.0,1.0,221.0,
103,PhaseType.DD,TrialType.SCORE,1,-1,,False,,221.0,2.0,223.0,
104,PhaseType.DD,TrialType.GRID,1,-1,L1,False,L2,223.0,5.0,228.0,
105,PhaseType.DD,TrialType.SHOW,1,0,L0,False,,228.0,2.0,230.0,L
106,PhaseType.DD,TrialType.ITI,1,0,L0,False,,230.0,1.0,231.0,
107,PhaseType.DD,TrialType.SHOW,1,1,R1,False,,231.0,2.0,233.0,R
108,PhaseType.DD,TrialType.ITI,1,1,R1,False,,233.0,1.0,234.0,
109,PhaseType.DD,TrialType.SHOW,1,2,R0,False,,234.0,2.0,236.0,R
110,PhaseType.DD,TrialType.ITI,1,2,R0,False,,236.0,2.0,238.0,
111,PhaseType.DD,TrialType.SHOW,1,3,L1,True,,238.0,2.0,240.0,
112,PhaseType.DD,TrialType.ITI,1,3,L1,False,,240.0,5.0,245.0,
113,PhaseType.DD,TrialType.SHOW,1,4,R2,False,,245.0,2.0,247.0,R
114,PhaseType.DD,TrialType.ITI,1,4,R2,False,,247.0,1.0,248.0,
115,PhaseType.DD,TrialType.SHOW,1,5,R2,False,,248.0,2.0,250.0,R
