,phase,ttype,blocknum,trial,LR1,deval,LR2,onset,dur,end,cor_side
0,PhaseType.ID,TrialType.SHOW,1,0,R2,False,,3.0,1.5,4.5,R
1,PhaseType.ID,TrialType.FBK,1,0,R2,False,,4.5,1.0,5.5,
2,PhaseType.ID,TrialType.ITI,1,0,R2,False,,5.5,2.0,7.5,
3,PhaseType.ID,TrialType.SHOW,1,1,L1,False,,7.5,1.5,9.0,L
4,PhaseType.ID,TrialType.FBK,1,1,L1,False,,9.0,1.0,10.0,
5,PhaseType.ID,TrialType.ITI,1,1,L1,False,,10.0,5.0,15.0,
6,PhaseType.ID,TrialType.SHOW,1,2,L0,False,,15.0,1.5,16.5,L
7,PhaseType.ID,TrialType.FBK,1,2,L0,False,,16.5,1.0,17.5,
8,PhaseType.ID,TrialType.ITI,1,2,L0,False,,17.5,1.0,18.5,
9,PhaseType.ID,TrialType.SHOW,1,3,L2,False,,18.5,1.5,20.0,L
10,PhaseType.ID,TrialType.FBK,1,3,L2,False,,20.0,1.0,21.0,
11,PhaseType.ID,TrialType.ITI,1,3,L2,False,,21.0,1.0,22.0,
12,PhaseType.ID,TrialType.SHOW,1,4,R0,False,,22.0,1.5,23.5,R
13,PhaseType.ID,TrialType.FBK,1,4,R0,False,,23.5,1.0,24.5,
14,PhaseType.ID,TrialType.ITI,1,4,R0,False,,24.5,2.0,26.5,
15,PhaseType.ID,TrialType.SHOW,1,5,L1,False,,26.5,1.5,28.0,L
16,PhaseType.ID,TrialType.FBK,1,5,L1,False,,28.0,1.0,29.0,
17,PhaseType.ID,TrialType.ITI,1,5,L1,False,,29.0,1.0,30.0,
18,PhaseType.ID,TrialType.SHOW,1,6,L0,False,,30.0,1.5,31.5,L
19,PhaseType.ID,TrialType.FBK,1,6,L0,False,,31.5,1.0,32.5,
20,PhaseType.ID,TrialType.ITI,1,6,L0,False,,32.5,5.0,37.5,
21,PhaseType.ID,TrialType.SHOW,1,7,R0,False,,37.5,1.5,39.0,R
22,PhaseType.ID,TrialType.FBK,1,7,R0,False,,39.0,1.0,40.0,
23,PhaseType.ID,TrialType.ITI,1,7,R0,False,,40.0,1.0,41.0,
24,PhaseType.ID,TrialType.SHOW,1,8,R2,False,,41.0,1.5,42.5,R
25,PhaseType.ID,TrialType.FBK,1,8,R2,False,,42.5,1.0,43.5,
26,PhaseType.ID,TrialType.ITI,1,8,R2,False,,43.5,2.0,45.5,
27,PhaseType.ID,TrialType.SHOW,1,9,R1,False,,45.5,1.5,47.0,R
28,PhaseType.ID,TrialType.FBK,1,9,R1,False,,47.0,1.0,48.0,
29,PhaseType.ID,TrialType.ITI,1,9,R1,False,,48.0,1.0,49.0,
30,PhaseType.ID,TrialType.SHOW,1,10,R1,False,,49.0,1.5,50.5,R
31,PhaseType.ID,TrialType.FBK,1,10,R1,False,,50.5,1.0,51.5,
32,PhaseType.ID,TrialType.ITI,1,10,R1,False,,51.5,1.0,52.5,
33,PhaseType.ID,TrialType.SHOW,1,11,L2,False,,52.5,1.5,54.0,L
34,PhaseType.ID,TrialType.FBK,1,11,L2,False,,54.0,1.0,55.0,
35,PhaseType.ID,TrialType.ITI,1,11,L2,False,,55.0,2.0,57.0,
36,PhaseType.ID,TrialType.SCORE,1,-1,,False,,57.0,2.0,59.0,
