,phase,ttype,blocknum,trial,LR1,deval,LR2,onset,dur,end,cor_side
0,PhaseType.DD,TrialType.GRID,1,-1,L2,False,R2,3.0,5.0,8.0,
1,PhaseType.DD,TrialType.SHOW,1,0,L0,False,,8.0,1.5,9.5,L
2,PhaseType.DD,TrialType.ITI,1,0,L0,False,,9.5,2.0,11.5,
3,PhaseType.DD,TrialType.SHOW,1,1,R1,False,,11.5,1.5,13.0,R
4,PhaseType.DD,TrialType.ITI,1,1,R1,False,,13.0,1.0,14.0,
5,PhaseType.DD,TrialType.SHOW,1,2,R0,False,,14.0,1.5,15.5,R
6,PhaseType.DD,TrialType.ITI,1,2,R0,False,,15.5,1.0,16.5,
7,PhaseType.DD,TrialType.SHOW,1,3,L1,False,,16.5,1.5,18.0,L
8,PhaseType.DD,TrialType.ITI,1,3,L1,False,,18.0,2.0,20.0,
9,PhaseType.DD,TrialType.SHOW,1,4,L2,True,,20.0,1.5,21.5,
10,PhaseType.DD,TrialType.ITI,1,4,L2,False,,21.5,2.0,23.5,
11,PhaseType.DD,TrialType.SHOW,1,5,R1,False,,23.5,1.5,25.0,R
12,PhaseType.DD,TrialType.ITI,1,5,R1,False,,25.0,1.0,26.0,
13,PhaseType.DD,TrialType.SHOW,1,6,L2,True,,26.0,1.5,27.5,
14,PhaseType.DD,TrialType.ITI,1,6,L2,False,,27.5,1.0,28.5,
15,PhaseType.DD,TrialType.SHOW,1,7,R2,True,,28.5,1.5,30.0,
16,PhaseType.DD,TrialType.ITI,1,7,R2,False,,30.0,1.0,31.0,
17,PhaseType.DD,TrialType.SHOW,1,8,L0,False,,31.0,1.5,32.5,L
18,PhaseType.DD,TrialType.ITI,1,8,L0,False,,32.5,1.0,33.5,
19,PhaseType.DD,TrialType.SHOW,1,9,R0,False,,33.5,1.5,35.0,R
20,PhaseType.DD,TrialType.ITI,1,9,R0,False,,35.0,5.0,40.0,
21,PhaseType.DD,TrialType.SHOW,1,10,L1,False,,40.0,1.5,41.5,L
22,PhaseType.DD,TrialType.ITI,1,10,L1,False,,41.5,2.0,43.5,
23,PhaseType.DD,TrialType.SHOW,1,11,R2,True,,43.5,1.5,45.0,
24,PhaseType.DD,TrialType.ITI,1,11,R2,False,,45.0,5.0,50.0,
25,PhaseType.DD,TrialType.SCORE,1,-1,,False,,50.0,2.0,52.0,
26,PhaseType.DD,TrialType.GRID,1,-1,L0,False,L1,52.0,5.0,57.0,
27,PhaseType.DD,TrialType.SHOW,1,0,L2,False,,57.0,1.5,58.5,L
28,PhaseType.DD,TrialType.ITI,1,0,L2,False,,58.5,1.0,59.5,
29,PhaseType.DD,TrialType.SHOW,1,1,R2,False,,59.5,1.5,61.0,R
30,PhaseType.DD,TrialType.ITI,1,1,R2,False,,61.0,1.0,62.0,
31,PhaseType.DD,TrialType.SHOW,1,2,R0,False,,62.0,1.5,63.5,R
32,PhaseType.DD,TrialType.ITI,1,2,R0,False,,63.5,2.0,65.5,
33,PhaseType.DD,TrialType.SHOW,1,3,R1,False,,65.5,1.5,67.0,R
34,PhaseType.DD,TrialType.ITI,1,3,R1,False,,67.0,1.0,68.0,
35,PhaseType.DD,TrialType.SHOW,1,4,R0,False,,68.0,1.5,69.5,R
36,PhaseType.DD,TrialType.ITI,1,4,R0,False,,69.5,1.0,70.5,
37,PhaseType.DD,TrialType.SHOW,1,5,R1,False,,70.5,1.5,72.0,R
38,PhaseType.DD,TrialType.ITI,1,5,R1,False,,72.0,2.0,74.0,
39,PhaseType.DD,TrialType.SHOW,1,6,L0,True,,74.0,1.5,75.5,
40,PhaseType.DD,TrialType.ITI,1,6,L0,False,,75.5,5.0,80.5,
41,PhaseType.DD,TrialType.SHOW,1,7,R2,False,,80.5,1.5,82.0,R
42,PhaseType.DD,TrialType.ITI,1,7,R2,False,,82.0,5.0,87.0,
43,PhaseType.DD,TrialType.SHOW,1,8,L1,True,,87.0,1.5,88.5,
44,PhaseType.DD,TrialType.ITI,1,8,L1,False,,88.5,1.0,89.5,
45,PhaseType.DD,TrialType.SHOW,1,9,L0,True,,89.5,1.5,91.0,
46,PhaseType.DD,TrialType.ITI,1,9,L0,False,,91.0,1.0,92.0,
47,PhaseType.DD,TrialType.SHOW,1,10,L1,True,,92.0,1.5,93.5,
48,PhaseType.DD,TrialType.ITI,1,10,L1,False,,93.5,2.0,95.5,
49,PhaseType.DD,TrialType.SHOW,1,11,L2,False,,95.5,1.5,97.0,L
50,PhaseType.DD,TrialType.ITI,1,11,L2,False,,97.0,2.0,99.0,
51,PhaseType.DD,TrialType.SCORE,1,-1,,False,,99.0,2.0,101.0,
52,PhaseType.DD,TrialType.GRID,1,-1,L1,False,R2,101.0,5.0,106.0,
53,PhaseType.DD,TrialType.SHOW,1,0,R2,True,,106.0,1.5,107.5,
54,PhaseType.DD,TrialType.ITI,1,0,R2,False,,107.5,2.0,109.5,
55,PhaseType.DD,TrialType.SHOW,1,1,L2,False,,109.5,1.5,111.0,L
56,PhaseType.DD,TrialType.ITI,1,1,L2,False,,111.0,1.0,112.0,
57,PhaseType.DD,TrialType.SHOW,1,2,R0,False,,112.0,1.5,113.5,R
58,PhaseType.DD,TrialType.ITI,1,2,R0,False,,113.5,1.0,114.5,
59,PhaseType.DD,TrialType.SHOW,1,3,R1,False,,114.5,1.5,116.0,R
60,PhaseType.DD,TrialType.ITI,1,3,R1,False,,116.0,1.0,117.0,
61,PhaseType.DD,TrialType.SHOW,1,4,L0,False,,117.0,1.5,118.5,L
62,PhaseType.DD,TrialType.ITI,1,4,L0,False,,118.5,5.0,123.5,
63,PhaseType.DD,TrialType.SHOW,1,5,R0,False,,123.5,1.5,125.0,R
64,PhaseType.DD,TrialType.ITI,1,5,R0,False,,125.0,1.0,126.0,
65,PhaseType.DD,TrialType.SHOW,1,6,R1,False,,126.0,1.5,127.5,R
66,PhaseType.DD,TrialType.ITI,1,6,R1,False,,127.5,5.0,132.5,
67,PhaseType.DD,TrialType.SHOW,1,7,L1,True,,132.5,1.5,134.0,
68,PhaseType.DD,TrialType.ITI,1,7,L1,False,,134.0,1.0,135.0,
69,PhaseType.DD,TrialType.SHOW,1,8,L2,False,,135.0,1.5,136.5,L
70,PhaseType.DD,TrialType.ITI,1,8,L2,False,,136.5,2.0,138.5,
71,PhaseType.DD,TrialType.SHOW,1,9,L0,False,,138.5,1.5,140.0,L
72,PhaseType.DD,TrialType.ITI,1,9,L0,False,,140.0,2.0,142.0,
73,PhaseType.DD,TrialType.SHOW,1,10,L1,True,,142.0,1.5,143.5,
74,PhaseType.DD,TrialType.ITI,1,10,L1,False,,143.5,1.0,144.5,
75,PhaseType.DD,TrialType.SHOW,1,11,R2,True,,144.5,1.5,146.0,
76,PhaseType.DD,TrialType.ITI,1,11,R2,False,,146.0,2.0,148.0,
77,PhaseType.DD,TrialType.SCORE,1,-1,,False,,148.0,2.0,150.0,
78,PhaseType.DD,TrialType.GRID,1,-1,L2,False,R0,150.0,5.0,155.0,
79,PhaseType.DD,TrialType.SHOW,1,0,L2,True,,155.0,1.5,156.5,
80,PhaseType.DD,TrialType.ITI,1,0,L2,False,,156.5,2.0,158.5,
81,PhaseType.DD,TrialType.SHOW,1,1,L2,True,,158.5,1.5,160.0,
82,PhaseType.DD,TrialType.ITI,1,1,L2,False,,160.0,2.0,162.0,
83,PhaseType.DD,TrialType.SHOW,1,2,R0,True,,162.0,1.5,163.5,
84,PhaseType.DD,TrialType.ITI,1,2,R0,False,,163.5,1.0,164.5,
85,PhaseType.DD,TrialType.SHOW,1,3,R0,True,,164.5,1.5,166.0,
86,PhaseType.DD,TrialType.ITI,1,3,R0,False,,166.0,5.0,171.0,
87,PhaseType.DD,TrialType.SHOW,1,4,R2,False,,171.0,1.5,172.5,R
88,PhaseType.DD,TrialType.ITI,1,4,R2,False,,172.5,5.0,177.5,
89,PhaseType.DD,TrialType.SHOW,1,5,L1,False,,177.5,1.5,179.0,L
90,PhaseType.DD,TrialType.ITI,1,5,L1,False,,179.0,2.0,181.0,
91,PhaseType.DD,TrialType.SHOW,1,6,R2,False,,181.0,1.5,182.5,R
92,PhaseType.DD,TrialType.ITI,1,6,R2,False,,182.5,1.0,183.5,
93,PhaseType.DD,TrialType.SHOW,1,7,R1,False,,183.5,1.5,185.0,R
94,PhaseType.DD,TrialType.ITI,1,7,R1,False,,185.0,1.0,186.0,
95,PhaseType.DD,TrialType.SHOW,1,8,L1,False,,186.0,1.5,187.5,L
96,PhaseType.DD,TrialType.ITI,1,8,L1,False,,187.5,1.0,188.5,
97,PhaseType.DD,TrialType.SHOW,1,9,L0,False,,188.5,1.5,190.0,L
98,PhaseType.DD,TrialType.ITI,1,9,L0,False,,190.0,2.0,192.0,
99,PhaseType.DD,TrialType.SHOW,1,10,L0,False,,192.0,1.5,193.5,L
100,PhaseType.DD,TrialType.ITI,1,10,L0,False,,193.5,1.0,194.5,
101,PhaseType.DD,TrialType.SHOW,1,11,R1,False,,194.5,1.5,196.0,R
102,PhaseType.DD,TrialType.ITI,1,11,R1,False,,196.0,1.0,197.0,
103,PhaseType.DD,TrialType.SCORE,1,-1,,False,,197.0,2.0,199.0,
104,PhaseType.DD,TrialType.GRID,1,-1,R0,False,R2,199.0,5.0,204.0,
105,PhaseType.DD,TrialType.SHOW,1,0,L2,False,,204.0,1.5,205.5,L
106,PhaseType.DD,TrialType.ITI,1,0,L2,False,,205.5,5.0,210.5,
107,PhaseType.DD,TrialType.SHOW,1,1,R0,True,,210.5,1.5,212.0,
108,PhaseType.DD,TrialType.ITI,1,1,R0,False,,212.0,1.0,213.0,
109,PhaseType.DD,TrialType.SHOW,1,2,R2,True,,213.0,1.5,214.5,
110,PhaseType.DD,TrialType.ITI,1,2,R2,False,,214.5,2.0,216.5,
111,PhaseType.DD,TrialType.SHOW,1,3,L0,False,,216.5,1.5,218.0,L
112,PhaseType.DD,TrialType.ITI,1,3,L0,False,,218.0,2.0,220.0,
113,PhaseType.DD,TrialType.SHOW,1,4,L1,False,,220.0,1.5,221.5,L
114,PhaseType.DD,TrialType.ITI,1,4,L1,False,,221.5,1.0,222.5,
115,PhaseType.DD,TrialType.SHOW,1,5,L2,False,,222.5,1.5,224.0,L
116,PhaseType.DD,TrialType.ITI,1,5,L2,False,,224.0,5.0,229.0,
117,PhaseType.DD,TrialType.SHOW,1,6,R0,True,,229.0,1.5,230.5,
118,PhaseType.DD,TrialType.ITI,1,6,R0,False,,230.5,1.0,231.5,
119,PhaseType.DD,TrialType.SHOW,1,7,L1,False,,231.5,1.5,233.0,L
120,PhaseType.DD,TrialType.ITI,1,7,L1,False,,233.0,2.0,235.0,
121,PhaseType.DD,TrialType.SHOW,1,8,R1,False,,235.0,1.5,236.5,R
122,PhaseType.DD,TrialType.ITI,1,8,R1,False,,236.5,2.0,238.5,
123,PhaseType.DD,TrialType.SHOW,1,9,R1,False,,238.5,1.5,240.0,R
124,PhaseType.DD,TrialType.ITI,1,9,R1,False,,240.0,1.0,241.0,
125,PhaseType.DD,TrialType.SHOW,1,10,R2,True,,241.0,1.5,242.5,
126,PhaseType.DD,TrialType.ITI,1,10,R2,False,,242.5,1.0,243.5,
127,PhaseType.DD,TrialType.SHOW,1,11,L0,False,,243.5,1.5,245.0,L
128,PhaseType.DD,TrialType.ITI,1,11,L0,False,,245.0,1.0,246.0,
129,PhaseType.DD,TrialType.SCORE,1,-1,,False,,246.0,2.0,248.0,
130,PhaseType.DD,TrialType.GRID,1,-1,L1,False,L2,248.0,5.0,253.0,
131,PhaseType.DD,TrialType.SHOW,1,0,L1,True,,253.0,1.5,254.5,
132,PhaseType.DD,TrialType.ITI,1,0,L1,False,,254.5,1.0,255.5,
133,PhaseType.DD,TrialType.SHOW,1,1,L2,True,,255.5,1.5,257.0,
134,PhaseType.DD,TrialType.ITI,1,1,L2,False,,257.0,1.0,258.0,
135,PhaseType.DD,TrialType.SHOW,1,2,L1,True,,258.0,1.5,259.5,
136,PhaseType.DD,TrialType.ITI,1,2,L1,False,,259.5,1.0,260.5,
137,PhaseType.DD,TrialType.SHOW,1,3,L2,True,,260.5,1.5,262.0,
138,PhaseType.DD,TrialType.ITI,1,3,L2,False,,262.0,2.0,264.0,
139,PhaseType.DD,TrialType.SHOW,1,4,R0,False,,264.0,1.5,265.5,R
