,phase,ttype,blocknum,trial,LR1,deval,LR2,onset,dur,end,cor_side
0,PhaseType.ID,TrialType.SHOW,1,0,L0,False,,3,2,5,L
1,PhaseType.ID,TrialType.FBK,1,0,L0,False,,5,1,6,
2,PhaseType.ID,TrialType.ITI,1,0,L0,False,,6,5,11,
3,PhaseType.ID,TrialType.SHOW,1,1,L2,False,,11,2,13,L
4,PhaseType.ID,TrialType.FBK,1,1,L2,False,,13,1,14,
5,PhaseType.ID,TrialType.ITI,1,1,L2,False,,14,1,15,
6,PhaseType.ID,TrialType.SHOW,1,2,R1,False,,15,2,17,R
7,PhaseType.ID,TrialType.FBK,1,2,R1,False,,17,1,18,
8,PhaseType.ID,TrialType.ITI,1,2,R1,False,,18,1,19,
9,PhaseType.ID,TrialType.SHOW,1,3,L1,False,,19,2,21,L
10,PhaseType.ID,TrialType.FBK,1,3,L1,False,,21,1,22,
11,PhaseType.ID,TrialType.ITI,1,3,L1,False,,22,2,24,
12,PhaseType.ID,TrialType.SHOW,1,4,L0,False,,24,2,26,L
13,PhaseType.ID,TrialType.FBK,1,4,L0,False,,26,1,27,
14,PhaseType.ID,TrialType.ITI,1,4,L0,False,,27,2,29,
15,PhaseType.ID,TrialType.SHOW,1,5,R1,False,,29,2,31,R
16,PhaseType.ID,TrialType.FBK,1,5,R1,False,,31,1,32,
17,PhaseType.ID,TrialType.ITI,1,5,R1,False,,32,2,34,
18,PhaseType.ID,TrialType.SHOW,1,6,L1,False,,34,2,36,L
19,PhaseType.ID,TrialType.FBK,1,6,L1,False,,36,1,37,
20,PhaseType.ID,TrialType.ITI,1,6,L1,False,,37,2,39,
21,PhaseType.ID,TrialType.SHOW,1,7,R2,False,,39,2,41,R
22,PhaseType.ID,TrialType.FBK,1,7,R2,False,,41,1,42,
23,PhaseType.ID,TrialType.ITI,1,7,R2,False,,42,1,43,
24,PhaseType.ID,TrialType.SHOW,1,8,R2,False,,43,2,45,R
25,PhaseType.ID,TrialType.FBK,1,8,R2,False,,45,1,46,
26,PhaseType.ID,TrialType.ITI,1,8,R2,False,,46,1,47,
27,PhaseType.ID,TrialType.SHOW,1,9,R0,False,,47,2,49,R
28,PhaseType.ID,TrialType.FBK,1,9,R0,False,,49,1,50,
29,PhaseType.ID,TrialType.ITI,1,9,R0,False,,50,1,51,
30,PhaseType.ID,TrialType.SHOW,1,10,R0,False,,51,2,53,R
31,PhaseType.ID,TrialType.FBK,1,10,R0,False,,53,1,54,
32,PhaseType.ID,TrialType.ITI,1,10,R0,False,,54,1,55,
33,PhaseType.ID,TrialType.SHOW,1,11,L2,False,,55,2,57,L
34,PhaseType.ID,TrialType.FBK,1,11,L2,False,,57,1,58,
35,PhaseType.ID,TrialType.ITI,1,11,L2,False,,58,5,63,
36,PhaseType.ID,TrialType.SCORE,1,-1,,False,,63,2,65,
37,PhaseType.ID,TrialType.SHOW,1,0,L2,False,,65,2,67,L
38,PhaseType.ID,TrialType.FBK,1,0,L2,False,,67,1,68,
39,PhaseType.ID,TrialType.ITI,1,0,L2,False,,68,1,69,
40,PhaseType.ID,TrialType.SHOW,1,1,R1,False,,69,2,71,R
41,PhaseType.ID,TrialType.FBK,1,1,R1,False,,71,1,72,
42,PhaseType.ID,TrialType.ITI,1,1,R1,False,,72,1,73,
43,PhaseType.ID,TrialType.SHOW,1,2,L1,False,,73,2,75,L
44,PhaseType.ID,TrialType.FBK,1,2,L1,False,,75,1,76,
45,PhaseType.ID,TrialType.ITI,1,2,L1,False,,76,5,81,
46,PhaseType.ID,TrialType.SHOW,1,3,L0,False,,81,2,83,L
47,PhaseType.ID,TrialType.FBK,1,3,L0,False,,83,1,84,
48,PhaseType.ID,TrialType.ITI,1,3,L0,False,,84,2,86,
49,PhaseType.ID,TrialType.SHOW,1,4,R2,False,,86,2,88,R
50,PhaseType.ID,TrialType.FBK,1,4,R2,False,,88,1,89,
51,PhaseType.ID,TrialType.ITI,1,4,R2,False,,89,1,90,
52,PhaseType.ID,TrialType.SHOW,1,5,R0,False,,90,2,92,R
53,PhaseType.ID,TrialType.FBK,1,5,R0,False,,92,1,93,
54,PhaseType.ID,TrialType.ITI,1,5,R0,False,,93,2,95,
55,PhaseType.ID,TrialType.SHOW,1,6,L0,False,,95,2,97,L
56,PhaseType.ID,TrialType.FBK,1,6,L0,False,,97,1,98,
57,PhaseType.ID,TrialType.ITI,1,6,L0,False,,98,1,99,
58,PhaseType.ID,TrialType.SHOW,1,7,L2,False,,99,2,101,L
59,PhaseType.ID,TrialType.FBK,1,7,L2,False,,101,1,102,
60,PhaseType.ID,TrialType.ITI,1,7,L2,False,,102,5,107,
61,PhaseType.ID,TrialType.SHOW,1,8,R0,False,,107,2,109,R
